Number,District ID,District,Response Rate,Item,Old Item,Topic,Full Question,Prompt,See Column,Selected,Strongly Disagree,Disagree,Agree,Strongly Agree,The material I use is below grade-level material.,The material I use is on grade-level material.,The material I use is above grade-level material.,I am not sure.,Strongly Disagree,Disagree,Agree,Strongly Agree,Not Applicable,Never,Rarely,Sometimes,Frequently,Not at all,Less than once a week,Once a week,2-3 times a week,Almost every day,5 percent or less,6 percent to 10 percent,11 percent to 15 percent,16 percent to 25 percent,More than 25 percent,Less than 2 hours,2 to 4 hours,4 to 6 hours,6 to 10 hours,More than 10 hours,Less than 30 minutes a day,"30 minutes or more, less than 45 minutes a day","45 minutes or more, less than 48 minutes a day","48 minutes or more, less than 60 minutes a day",60 minutes or more a day,Focused more on improving my teaching than judging my performance.,Focused more on judging my performance than improving my teaching.,Equally focused on improving my teaching and judging my performance.,,,,,,,,,,,,,,,,
50,960,West Tennessee School For The Deaf,85%,TC_14i,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Requiring additional support from administration,K, 0% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
51,960,West Tennessee School For The Deaf,85%,TC_14j,TC_14j,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Lack of support personnel,K, 60% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
52,960,West Tennessee School For The Deaf,85%,TC_14k,TC_14k,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Other,K, 20% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
53,960,West Tennessee School For The Deaf,85%,TC_17,TC_17,Miscellaneous,"During the current school year, feedback that I received from my evaluator was…",,AW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 50% , 0% , 50% ,,,,,,,,,,,,,,,,
54,960,West Tennessee School For The Deaf,85%,TC_18,,Miscellaneous,Think about the typical Tier 1 instruction that you provide related to addressing learning loss. Which of the following options best represent the level of the material that you use during Tier 1 instruction?,,P,  ,  ,  ,  ,  , 13% , 88% , 0% , 0% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
1,961,Alvin C York Institute,89%,TC_01a,TC_01a,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,There is an atmosphere of trust and mutual respect within this school.,L,  , 3% [0%] , 10% [-15%] , 73% [+10%] , 13% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
2,961,Alvin C York Institute,89%,TC_01c,TC_01c,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,I am generally satisfied with being a teacher in this school.,L,  , 7% [+7%] , 13% [-6%] , 53% [+3%] , 27% [-4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
3,961,Alvin C York Institute,89%,TC_01d,TC_01d,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,I would recommend this school to parents seeking a place for their child.,L,  , 3% [0%] , 3% [-6%] , 53% [0%] , 40% [+6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
4,961,Alvin C York Institute,89%,TC_01e,TC_01e,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,Our school staff is a learning community in which ideas and suggestions for improvement are encouraged.,L,  , 3% [+3%] , 17% [+8%] , 67% [+4%] , 13% [-15%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
5,961,Alvin C York Institute,89%,TC_04b,TC_04b,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,Students treat adults with respect at this school.,L,  , 0% [0%] , 10% [-6%] , 80% [+5%] , 10% [+1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
6,961,Alvin C York Institute,89%,TC_04c,TC_04c,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,Students in my school are safe from bullying.,L,  , 0% [0%] , 7% [-9%] , 83% [+8%] , 10% [+1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
7,961,Alvin C York Institute,89%,TC_01b,TC_01b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,Teachers are encouraged to participate in school leadership roles.,L,  , 0% [-3%] , 27% [+8%] , 60% [-5%] , 13% [0%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
8,961,Alvin C York Institute,89%,TC_02a,TC_02a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,School leadership communicates a clear vision for this school.,L,  , 3% [0%] , 31% [+15%] , 52% [-7%] , 14% [-8%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
9,961,Alvin C York Institute,89%,TC_02b,TC_02b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,The staff feels comfortable raising issues and concerns that are important to them with school leaders.,L,  , 3% [-3%] , 31% [0%] , 55% [+14%] , 10% [-12%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
10,961,Alvin C York Institute,89%,TC_02c,TC_02c,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,I like the way things are run at this school.,L,  , 3% [-3%] , 28% [+9%] , 59% [0%] , 10% [-6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
11,961,Alvin C York Institute,89%,TC_03a,TC_03a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader regularly models effective instruction.,L,  , 3% [0%] , 20% [-2%] , 63% [-3%] , 13% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
12,961,Alvin C York Institute,89%,TC_03b,TC_03b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader regularly gives feedback on my instruction.,L,  , 3% [+3%] , 23% [+7%] , 63% [-3%] , 10% [-9%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
13,961,Alvin C York Institute,89%,TC_03c,TC_03c,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader knows my instructional strengths and areas of growth.,L,  , 3% [0%] , 20% [+7%] , 60% [-9%] , 17% [+1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
14,961,Alvin C York Institute,89%,TC_03d,TC_03d,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader is knowledgeable about the curricula being used.,L,  , 3% [-3%] , 27% [+8%] , 57% [-9%] , 13% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
15,961,Alvin C York Institute,89%,TC_03e,TC_03e,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader is knowledgeable about the non-academic needs of my students.,L,  , 3% [0%] , 13% [+7%] , 70% [-11%] , 13% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
16,961,Alvin C York Institute,89%,TC_04a,TC_04a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,School leadership effectively handles student discipline and behavioral problems.,L,  , 0% [0%] , 17% [-2%] , 63% [-6%] , 20% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
17,961,Alvin C York Institute,89%,TC_05a,,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school feel responsible for student success.,L,  , 0% , 7% , 63% , 30% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
18,961,Alvin C York Institute,89%,TC_05b,TC_05b,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school feel responsible to help each other do their best.,L,  , 3% [+3%] , 3% [+3%] , 70% [-11%] , 23% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
19,961,Alvin C York Institute,89%,TC_05c,TC_05c,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,"Teachers at my school help maintain discipline in the entire school, not just their classroom.",L,  , 0% [0%] , 17% [+11%] , 70% [-11%] , 13% [0%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
20,961,Alvin C York Institute,89%,TC_05d,TC_05d,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school take responsibility for improving their school.,L,  , 0% [0%] , 13% [+10%] , 70% [-18%] , 17% [+8%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
21,961,Alvin C York Institute,89%,TC_06b,TC_06b,Resources and Time Use,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,My individual planning time is sufficient.,L,  , 10% [+7%] , 17% [+1%] , 53% [-3%] , 20% [-5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
22,961,Alvin C York Institute,89%,TC_06c,TC_06c,Resources and Time Use,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,My collaborative planning time is sufficient.,L,  , 7% [-9%] , 27% [+11%] , 57% [-9%] , 10% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
23,961,Alvin C York Institute,89%,TC_13a,TC_13a,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,Students with mild or moderate disabilities,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% [+3%] , 13% [0%] , 57% [+7%] , 27% [-4%] , 0% [-6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
24,961,Alvin C York Institute,89%,TC_13b,TC_13b,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,Students with severe disabilities,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 7% [+4%] , 17% [-2%] , 47% [+13%] , 20% [-8%] , 10% [-6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
25,961,Alvin C York Institute,89%,TC_13c,TC_13c,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,English language learners,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 7% [+4%] , 7% [-6%] , 40% [-7%] , 13% [0%] , 33% [+8%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
26,961,Alvin C York Institute,89%,TC_13d,,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,All of your students,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 0% , 7% , 63% , 30% , 0% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
27,961,Alvin C York Institute,89%,TC_07a,,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,I regularly communicate with parents about how they can help their children learn.,L,  , 0% , 13% , 77% , 10% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
28,961,Alvin C York Institute,89%,TC_07b,TC_08b,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,I feel supported by the parents of my students.,L,  , 0% [0%] , 3% [-10%] , 87% [+6%] , 10% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
29,961,Alvin C York Institute,89%,TC_07c,TC_08c,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,"This school offers an array of opportunities for families to participate in school planning, leadership, and volunteering.",L,  , 3% [-3%] , 27% [+2%] , 50% [-6%] , 20% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
30,961,Alvin C York Institute,89%,TC_08,TC_09,Support,"In a typical week, what percentage of instructional time do you spend managing student behavioral and disciplinary issues?",,AH,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 63% [-11%] , 27% [+14%] , 0% [-10%] , 7% [+4%] , 3% [+3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
31,961,Alvin C York Institute,89%,TC_09a,TC_10a,Support,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,My professional learning has been closely aligned to the instructional materials that have been adopted by my district.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0% [0%] , 3% [-3%] , 57% [+7%] , 40% [-4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
32,961,Alvin C York Institute,89%,TC_09b,TC_10b,Support,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,The professional learning I have received has led to improvements in my teaching.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0% [0%] , 10% [-6%] , 67% [+26%] , 23% [-21%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
33,961,Alvin C York Institute,89%,TC_10,TC_11,Policies and Practices,"On average, how many hours per week do you spend creating or sourcing materials to use for classroom instruction including planning time during and outside of school hours?",,AM,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% [-13%] , 43% [-4%] , 33% [+8%] , 7% [-2%] , 13% [+10%] ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
34,961,Alvin C York Institute,89%,TC_11,TC_12,Policies and Practices,How many total minutes of planning time are you SCHEDULED to receive over the course of a typical week?,,AR,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 36% [+25%] , 7% [+3%] , 4% [0%] , 0% [0%] , 54% [-27%] ,  ,  ,  ,,,,,,,,,,,,,,,,
35,961,Alvin C York Institute,89%,TC_06a,TC_06a,Miscellaneous,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,Teachers in my school are allowed to focus on teaching students with minimal interruptions.,L,  , 3% [-3%] , 33% [+20%] , 60% [-12%] , 3% [-6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
36,961,Alvin C York Institute,89%,TC_09c,TC_10c,Miscellaneous,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,I have received specific professional learning suggestions that are tailored to my needs.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% [0%] , 3% [-22%] , 67% [+33%] , 27% [-11%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
37,961,Alvin C York Institute,89%,TC_09d,TC_10d,Miscellaneous,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,My professional learning experiences this year have been closely aligned to the feedback I received on my evaluation.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% [0%] , 17% [-9%] , 57% [+22%] , 23% [-12%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
38,961,Alvin C York Institute,89%,TC_12a,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Delivering instruction directly to students,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0% , 0% , 0% , 30% , 70% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
39,961,Alvin C York Institute,89%,TC_12b,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Tailoring the learning experience to meet individual student needs,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0% , 7% , 10% , 43% , 40% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
40,961,Alvin C York Institute,89%,TC_12c,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Content-based learning acceleration,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% , 7% , 17% , 47% , 27% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
41,961,Alvin C York Institute,89%,TC_12d,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Supporting student collaboration,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0% , 3% , 20% , 47% , 30% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
42,961,Alvin C York Institute,89%,TC_14a,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Difficultly scaffolding instruction and providing access points,K, 20% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
43,961,Alvin C York Institute,89%,TC_14b,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,"Lack of assistive technology to serve varying needs (e.g., iPad, wiggle chair)",K, 16% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
44,961,Alvin C York Institute,89%,TC_14c,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Providing access to daily instruction,K, 16% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
45,961,Alvin C York Institute,89%,TC_14d,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Lack of training in instructional strategies for students w/ learning challenges,K, 24% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
46,961,Alvin C York Institute,89%,TC_14e,TC_14e,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Additional meetings,K, 36% [+28%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
47,961,Alvin C York Institute,89%,TC_14f,TC_14f,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,The additional planning time it requires,K, 24% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
